EVENT_TYPE,TIMESTAMP,REQUEST_ID,ORGANIZATION_ID,USER_ID,RUN_TIME,CPU_TIME,URI,SESSION_KEY,LOGIN_KEY,REQUEST_STATUS,DB_TOTAL_TIME,API_TYPE,API_VERSION,CLIENT_NAME,METHOD_NAME,ENTITY_NAME,ROWS_PROCESSED,REQUEST_SIZE,RESPONSE_SIZE,DB_BLOCKS,DB_CPU_TIME,TIMESTAMP_DERIVED,USER_ID_DERIVED,CLIENT_IP,URI_ID_DERIVED
API,20210520150340.431,SLB:4beeb876a8035a64d2e49e2daf94264b,00D300000000FHi,0052T00000CDVeQ,17,8,Api,9D5DdQc6cl74Mu9M,elK4tHP6Yc2f4EpC,"",10705550,P,12.0,"","","","",714,676,6,10,2021-05-20T15:03:40.431Z,0052T00000CDVeQQAX,107.152.24.182,""
API,20210520150340.715,SLB:65b9a1a9d54e2c11a9a3f5dd9c7608f4,00D300000000FHi,0052T00000CDVeQ,29,9,Api,9D5DdQc6cl74Mu9M,elK4tHP6Yc2f4EpC,"",22563912,P,12.0,"","","","",714,676,6,0,2021-05-20T15:03:40.715Z,0052T00000CDVeQQAX,107.152.25.186,""
API,20210520150340.924,SLB:e13a66560fb814976f1ac05541d45917,00D300000000FHi,0052T00000CDVeQ,104,11,Api,9D5DdQc6cl74Mu9M,elK4tHP6Yc2f4EpC,"",12432458,P,12.0,"","","","",714,676,6,0,2021-05-20T15:03:40.924Z,0052T00000CDVeQQAX,107.152.24.148,""
API,20210520150341.244,SLB:f354d74f8fe2e898c8bf41fd6dd6e29f,00D300000000FHi,0052T00000CDVeQ,7,4,Api,9D5DdQc6cl74Mu9M,elK4tHP6Yc2f4EpC,"",3177463,P,12.0,"","","","",714,676,"","",2021-05-20T15:03:41.244Z,0052T00000CDVeQQAX,107.152.24.153,""
API,20210520150403.462,SLB:1ec91ec848096fa82cf0df9c2b240bed,00D300000000FHi,0052T00000CDVeQ,11,7,Api,9D5DdQc6cl74Mu9M,elK4tHP6Yc2f4EpC,"",4833266,P,12.0,"","","","",714,676,"","",2021-05-20T15:04:03.462Z,0052T00000CDVeQQAX,107.152.24.182,""
API,20210520150403.799,SLB:5f89cbfb8fbaff1631c06be021385d6a,00D300000000FHi,0052T00000CDVeQ,20,12,Api,9D5DdQc6cl74Mu9M,elK4tHP6Yc2f4EpC,"",11644333,P,12.0,"","","","",714,676,6,0,2021-05-20T15:04:03.799Z,0052T00000CDVeQQAX,107.152.24.187,""
API,20210520150413.592,SLB:48c22b11d49fe6b7d99340d298c93bcb,00D300000000FHi,0052T00000CDVeQ,11,7,Api,9D5DdQc6cl74Mu9M,elK4tHP6Yc2f4EpC,"",4680320,P,12.0,"","","","",714,676,"","",2021-05-20T15:04:13.592Z,0052T00000CDVeQQAX,107.152.25.184,""
API,20210520150413.914,SLB:ed856eeaa5cbd65f86d7d226815e72b5,00D300000000FHi,0052T00000CDVeQ,10,7,Api,9D5DdQc6cl74Mu9M,elK4tHP6Yc2f4EpC,"",4442823,P,12.0,"","","","",714,676,"","",2021-05-20T15:04:13.914Z,0052T00000CDVeQQAX,107.152.24.187,""
API,20210520150419.192,SLB:2920ec68b2d8d402374fa1d205478edf,00D300000000FHi,0052T00000CDVeQ,33,24,Api,9D5DdQc6cl74Mu9M,elK4tHP6Yc2f4EpC,"",11445761,P,12.0,"","","","",714,676,6,0,2021-05-20T15:04:19.192Z,0052T00000CDVeQQAX,107.152.24.153,""
API,20210520150419.441,SLB:109b74df094af5ec0ce3685ec05dd696,00D300000000FHi,0052T00000CDVeQ,14,7,Api,9D5DdQc6cl74Mu9M,elK4tHP6Yc2f4EpC,"",8183409,P,12.0,"","","","",714,676,6,0,2021-05-20T15:04:19.441Z,0052T00000CDVeQQAX,107.152.25.184,""
API,20210520150432.120,SLB:794db7d8316495efb79c987f291aa70f,00D300000000FHi,0052T00000CDVeQ,19,9,Api,9D5DdQc6cl74Mu9M,elK4tHP6Yc2f4EpC,"",10976133,P,12.0,"","","","",714,676,6,0,2021-05-20T15:04:32.120Z,0052T00000CDVeQQAX,107.152.24.184,""
API,20210520150432.458,SLB:6c19de6a093b320cc07930e5239e2d54,00D300000000FHi,0052T00000CDVeQ,9,6,Api,9D5DdQc6cl74Mu9M,elK4tHP6Yc2f4EpC,"",4392580,P,12.0,"","","","",714,676,"","",2021-05-20T15:04:32.458Z,0052T00000CDVeQQAX,107.152.24.150,""
API,20210520150805.297,SLB:00adebf8f1c34f08a1fbe83b1acd2652,00D300000000FHi,0052T00000CDVeQ,10,7,Api,9D5DdQc6cl74Mu9M,elK4tHP6Yc2f4EpC,"",3757521,P,12.0,"","","","",714,676,"","",2021-05-20T15:08:05.297Z,0052T00000CDVeQQAX,107.152.24.184,""
API,20210520150805.641,SLB:77778df1662dea9be6b4ceb609fe0b61,00D300000000FHi,0052T00000CDVeQ,19,11,Api,9D5DdQc6cl74Mu9M,elK4tHP6Yc2f4EpC,"",10488756,P,12.0,"","","","",714,676,6,0,2021-05-20T15:08:05.641Z,0052T00000CDVeQQAX,107.152.24.184,""
API,20210520150853.283,SLB:359ec866278cd33601f50e5a9bfa6622,00D300000000FHi,0052T00000CDVeQ,11,8,Api,9D5DdQc6cl74Mu9M,elK4tHP6Yc2f4EpC,"",4813249,P,12.0,"","","","",714,676,"","",2021-05-20T15:08:53.283Z,0052T00000CDVeQQAX,107.152.25.153,""
API,20210520150853.489,SLB:eb44bd9ded1cac7130ded973019d6d35,00D300000000FHi,0052T00000CDVeQ,10,7,Api,9D5DdQc6cl74Mu9M,elK4tHP6Yc2f4EpC,"",4537306,P,12.0,"","","","",714,676,"","",2021-05-20T15:08:53.489Z,0052T00000CDVeQQAX,107.152.25.150,""
API,20210520151223.598,SLB:cfb863feeb6e221ab8e310b827be208f,00D300000000FHi,0052T00000CDVeQ,11,8,Api,9D5DdQc6cl74Mu9M,elK4tHP6Yc2f4EpC,"",3910798,P,12.0,"","","","",714,676,"","",2021-05-20T15:12:23.598Z,0052T00000CDVeQQAX,107.152.24.182,""
API,20210520151223.861,SLB:4400ea0b6c732088278b06366941f597,00D300000000FHi,0052T00000CDVeQ,10,8,Api,9D5DdQc6cl74Mu9M,elK4tHP6Yc2f4EpC,"",4447480,P,12.0,"","","","",714,676,"","",2021-05-20T15:12:23.861Z,0052T00000CDVeQQAX,107.152.25.169,""
API,20210520154007.377,SLB:9306e33d98c9b6e064be034bd07b06eb,00D300000000FHi,0053400000ABjD7,32,16,Api,Rd8k9up7aa8wUHIT,cvmCpOo90ldHIYcF,"",17526909,P,12.0,boxnet/files/,get_user_info,"","",714,1058,183,0,2021-05-20T15:40:07.377Z,0053400000ABjD7AAL,107.152.25.184,""
API,20210520154007.702,SLB:e807c25b023a570cc16d23e342498ddd,00D300000000FHi,0053400000ABjD7,36,19,Api,Rd8k9up7aa8wUHIT,cvmCpOo90ldHIYcF,"",18651003,P,12.0,boxnet/files/,retrieve,Profile,1,938,531,35,10,2021-05-20T15:40:07.702Z,0053400000ABjD7AAL,107.152.24.153,""
API,20210520173357.480,SLB:9c7546c4020d2af4aae61f003ff05b60,00D300000000FHi,0053400000ABjD7,41,17,Api,Rd8k9up7aa8wUHIT,cvmCpOo90ldHIYcF,"",21858235,P,12.0,boxnet/files/,get_user_info,"","",714,1058,287,10,2021-05-20T17:33:57.480Z,0053400000ABjD7AAL,107.152.24.187,""
